raceId,year,circuitId,driverId,constructorId,grid,positionOrder,statusId,status,is_dnf,driver_recent_form,constructor_recent_form,driver_circuit_form,constructor_circuit_form,driver_dnf_rate,qualifying_position,driver_recent_qualifying_form
816,1953,14,704,133,28,15,53,+13 Laps,0,11.750000000000002,18.75,8.0,30.0,0.4166666666666667,,11.195826186392225
816,1953,14,627,6,17,16,112,+15 Laps,0,9.7,10.15,7.0,10.2,0.2916666666666667,,11.195826186392225
816,1953,14,647,6,1,17,3,Accident,1,4.85,4.550000000000001,5.25,10.423076923076923,0.21428571428571427,,11.195826186392225
816,1953,14,697,105,7,18,60,Out of fuel,1,10.4,7.300000000000001,11.666666666666666,14.11111111111111,0.4375,,11.195826186392225
816,1953,14,670,105,4,19,3,Accident,1,8.650000000000002,10.200000000000001,12.794050599798199,14.31578947368421,0.6666666666666666,,11.195826186392225
816,1953,14,640,105,9,20,5,Engine,1,7.800000000000001,7.5,17.0,14.55,0.47368421052631576,,11.195826186392225
816,1953,14,486,125,22,21,62,Not classified,1,12.794050599798199,22.500000000000004,12.794050599798199,16.666666666666668,1.0,,11.195826186392225
816,1953,14,663,87,19,22,62,Not classified,1,12.35,12.450000000000003,9.0,13.5,0.5,,11.195826186392225
816,1953,14,664,125,18,23,62,Not classified,1,17.450000000000003,19.55,22.0,17.75,0.6,,11.195826186392225
816,1953,14,722,6,20,24,5,Engine,1,12.794050599798199,6.7,12.794050599798199,10.666666666666666,1.0,,11.195826186392225
816,1953,14,456,125,14,25,37,Throttle,1,16.35,23.950000000000003,12.794050599798199,18.8,0.8,,11.195826186392225
816,1953,14,622,105,21,26,5,Engine,1,12.794050599798199,12.15,14.0,14.80952380952381,0.5,,11.195826186392225
816,1953,14,625,127,13,27,5,Engine,1,12.794050599798199,14.75,24.0,14.333333333333334,1.0,,11.195826186392225
816,1953,14,667,133,26,28,5,Engine,1,12.794050599798199,17.55,12.794050599798199,26.25,0.0,,11.195826186392225
816,1953,14,660,125,30,29,69,Fuel system,1,22.35,26.099999999999998,22.666666666666668,19.833333333333332,0.45454545454545453,,11.195826186392225
816,1953,14,651,133,27,30,5,Engine,1,17.750000000000004,14.6,32.0,26.6,0.6363636363636364,,11.195826186392225
816,1953,14,577,105,12,7,14,+4 Laps,0,12.794050599798199,16.35,12.794050599798199,15.318181818181818,0.0,,11.195826186392225
799,1954,25,579,105,3,1,1,Finished,0,3.5,18.25,11.0,7.75,0.4,,11.195826186392225
799,1954,25,642,6,1,2,1,Finished,0,3.3000000000000003,10.100000000000001,13.0,5.0,0.3,,11.195826186392225
799,1954,25,498,6,2,3,1,Finished,0,10.250000000000002,12.35,3.0,4.4,0.3333333333333333,,11.195826186392225
799,1954,25,427,6,5,4,11,+1 Lap,0,20.45,14.75,7.0,4.166666666666667,0.6842105263157895,,11.195826186392225
799,1954,25,625,128,15,5,12,+2 Laps,0,12.794050599798199,10.95,12.794050599798199,8.8,1.0,,11.195826186392225
799,1954,25,501,105,11,6,13,+3 Laps,0,15.700000000000001,17.3,7.0,6.4,0.6,,11.195826186392225
799,1954,25,669,105,10,7,14,+4 Laps,0,13.65,16.25,12.794050599798199,6.333333333333333,0.5384615384615384,,11.195826186392225
799,1954,25,640,105,13,8,14,+4 Laps,0,11.4,13.6,12.794050599798199,6.428571428571429,0.5,,11.195826186392225
799,1954,25,620,6,12,9,15,+5 Laps,0,12.794050599798199,13.800000000000002,12.794050599798199,4.142857142857143,0.0,,11.195826186392225
799,1954,25,554,128,17,10,2,Disqualified,1,16.25,9.15,6.0,8.166666666666666,0.5833333333333334,,11.195826186392225
799,1954,25,578,6,4,11,2,Disqualified,1,2.7999999999999994,11.850000000000001,4.0,4.75,0.15384615384615385,,11.195826186392225
799,1954,25,670,105,6,12,5,Engine,1,13.049999999999999,5.45,12.794050599798199,6.625,0.7142857142857143,,11.195826186392225
799,1954,25,643,105,8,13,44,Oil leak,1,12.794050599798199,4.95,12.794050599798199,7.222222222222222,0.6666666666666666,,11.195826186392225
799,1954,25,671,128,16,14,51,Oil pressure,1,12.794050599798199,6.35,12.794050599798199,8.428571428571429,0.0,,11.195826186392225
799,1954,25,672,105,18,15,6,Gearbox,1,12.794050599798199,7.8500000000000005,12.794050599798199,7.8,0.0,,11.195826186392225
799,1954,25,627,6,14,16,3,Accident,1,10.799999999999999,4.15,12.794050599798199,5.444444444444445,0.28,,11.195826186392225
799,1954,25,577,105,7,17,54,Withdrew,1,12.794050599798199,9.4,12.794050599798199,8.454545454545455,0.0,,11.195826186392225
799,1954,25,496,105,9,18,54,Withdrew,1,12.794050599798199,11.350000000000001,14.0,9.166666666666666,1.0,,11.195826186392225
800,1954,19,657,113,19,1,1,Finished,0,12.794050599798199,19.0,15.666666666666666,15.08235294117647,0.6666666666666666,,11.195826186392225
800,1954,19,525,114,3,2,1,Finished,0,12.794050599798199,19.65,10.0,14.11111111111111,0.0,,11.195826186392225
800,1954,19,658,113,1,3,1,Finished,0,12.794050599798199,18.200000000000003,8.25,14.918604651162791,0.25,,11.195826186392225
800,1954,19,526,113,11,4,1,Finished,0,12.794050599798199,17.200000000000003,13.0,14.781609195402298,0.3333333333333333,,11.195826186392225
800,1954,19,673,113,14,5,1,Finished,0,12.794050599798199,15.800000000000002,11.5,14.659090909090908,0.5,,11.195826186392225
800,1954,19,615,113,24,6,1,Finished,0,12.794050599798199,10.8,19.0,14.55056179775281,0.75,,11.195826186392225
800,1954,19,528,109,6,7,1,Finished,0,12.794050599798199,12.794050599798199,27.0,12.794050599798199,1.0,,11.195826186392225
800,1954,19,555,113,32,8,1,Finished,0,12.794050599798199,2.85,12.666666666666666,14.455555555555556,0.3333333333333333,,11.195826186392225
800,1954,19,674,113,25,9,1,Finished,0,12.794050599798199,4.3500000000000005,12.794050599798199,14.384615384615385,0.0,,11.195826186392225
800,1954,19,655,129,13,10,1,Finished,0,12.794050599798199,17.200000000000003,30.0,19.8,1.0,,11.195826186392225
800,1954,19,656,113,27,11,1,Finished,0,12.794050599798199,5.45,3.5,14.326086956521738,0.0,,11.195826186392225
800,1954,19,521,114,5,12,11,+1 Lap,0,20.05,18.5,19.8,12.9,0.8,,11.195826186392225
800,1954,19,675,114,22,13,13,+3 Laps,0,12.794050599798199,16.6,12.0,12.818181818181818,0.3333333333333333,,11.195826186392225
800,1954,19,628,113,9,14,13,+3 Laps,0,12.794050599798199,6.700000000000001,23.0,14.290322580645162,1.0,,11.195826186392225
800,1954,19,518,113,8,15,14,+4 Laps,0,10.100000000000001,8.25,10.2,14.287234042553191,0.2,,11.195826186392225
800,1954,19,679,113,20,16,16,+6 Laps,0,12.794050599798199,10.0,8.0,14.294736842105262,0.0,,11.195826186392225
800,1954,19,592,136,7,17,16,+6 Laps,0,12.794050599798199,12.794050599798199,7.0,12.794050599798199,0.0,,11.195826186392225
800,1954,19,596,129,31,18,17,+7 Laps,0,12.794050599798199,19.1,12.794050599798199,18.166666666666668,0.0,,11.195826186392225
800,1954,19,676,113,33,19,17,+7 Laps,0,12.794050599798199,11.549999999999999,12.794050599798199,14.3125,0.0,,11.195826186392225
800,1954,19,611,113,10,20,20,Spun off,1,12.794050599798199,13.65,12.0,14.360824742268042,0.5,,11.195826186392225
800,1954,19,597,113,12,21,20,Spun off,1,12.794050599798199,15.650000000000002,12.794050599798199,14.418367346938776,0.0,,11.195826186392225
800,1954,19,449,135,16,22,31,Retired,1,12.794050599798199,12.794050599798199,22.0,16.0,1.0,,11.195826186392225
800,1954,19,520,113,17,23,8,Clutch,1,12.794050599798199,16.95,20.25,14.484848484848484,0.75,,11.195826186392225
800,1954,19,512,138,4,24,31,Retired,1,12.794050599798199,12.794050599798199,25.5,9.0,1.0,,11.195826186392225
800,1954,19,612,134,23,25,22,Suspension,1,18.700000000000003,12.794050599798199,21.8,14.333333333333334,0.8,,11.195826186392225
800,1954,19,659,113,30,26,5,Engine,1,12.794050599798199,18.55,22.0,14.57,0.5,,11.195826186392225
800,1954,19,556,113,2,27,3,Accident,1,12.794050599798199,20.650000000000002,6.0,14.683168316831683,0.0,,11.195826186392225
800,1954,19,509,113,28,28,3,Accident,1,12.794050599798199,22.0,12.0,14.803921568627452,0.25,,11.195826186392225
800,1954,19,529,113,21,29,67,Wheel bearing,1,18.299999999999997,23.55,15.6,14.932038834951456,0.8,,11.195826186392225
800,1954,19,677,139,29,30,48,Fuel pump,1,12.794050599798199,12.794050599798199,20.333333333333332,26.666666666666668,0.6666666666666666,,11.195826186392225
800,1954,19,678,134,26,31,23,Brakes,1,12.794050599798199,12.794050599798199,12.794050599798199,17.0,0.0,,11.195826186392225
800,1954,19,593,113,15,32,5,Engine,1,12.794050599798199,25.450000000000003,14.5,15.067307692307692,0.5,,11.195826186392225
800,1954,19,519,113,18,33,3,Accident,1,12.794050599798199,27.45,12.794050599798199,15.228571428571428,0.0,,11.195826186392225
800,1954,19,518,113,11,4,1,Finished,0,9.6,28.65,11.0,15.39622641509434,0.16666666666666666,,11.195826186392225
800,1954,19,659,113,32,8,1,Finished,0,12.794050599798199,26.950000000000003,23.333333333333332,15.289719626168225,0.6666666666666666,,11.195826186392225
800,1954,19,593,113,27,11,1,Finished,0,12.95,25.75,18.0,15.222222222222221,0.6,,11.195826186392225
800,1954,19,611,113,27,11,1,Finished,0,17.75,23.550000000000004,13.6,15.18348623853211,0.6,,11.195826186392225
800,1954,19,612,113,27,11,1,Finished,0,28.650000000000002,17.6,22.333333333333332,15.145454545454545,0.8333333333333334,,11.195826186392225
800,1954,19,653,113,27,11,1,Finished,0,12.794050599798199,7.449999999999999,14.333333333333334,15.108108108108109,0.3333333333333333,,11.195826186392225
800,1954,19,654,114,5,12,11,+1 Lap,0,12.794050599798199,8.65,13.0,12.833333333333334,0.3333333333333333,,11.195826186392225
800,1954,19,613,113,8,15,14,+4 Laps,0,12.794050599798199,9.799999999999999,18.0,15.071428571428571,1.0,,11.195826186392225
800,1954,19,799,113,8,15,14,+4 Laps,0,12.794050599798199,11.4,29.0,15.070796460176991,1.0,,11.195826186392225
800,1954,19,529,113,8,15,14,+4 Laps,0,11.65,11.8,17.833333333333332,15.070175438596491,0.8333333333333334,,11.195826186392225
800,1954,19,702,129,31,18,17,+7 Laps,0,12.794050599798199,22.55,24.0,18.142857142857142,0.6666666666666666,,11.195826186392225
800,1954,19,730,113,33,19,17,+7 Laps,0,12.794050599798199,12.4,15.0,15.069565217391304,0.0,,11.195826186392225
800,1954,19,653,113,10,20,20,Spun off,1,12.794050599798199,13.8,13.5,15.10344827586207,0.25,,11.195826186392225
800,1954,19,509,113,10,20,20,Spun off,1,15.450000000000003,15.9,15.2,15.145299145299145,0.4,,11.195826186392225
800,1954,19,513,135,16,22,31,Retired,1,12.794050599798199,12.794050599798199,11.5,19.0,0.0,,11.195826186392225
800,1954,19,613,113,17,23,8,Clutch,1,12.794050599798199,16.6,16.5,15.186440677966102,0.5,,11.195826186392225
800,1954,19,612,138,4,24,31,Retired,1,24.250000000000004,12.794050599798199,20.714285714285715,16.5,0.7142857142857143,,11.195826186392225
800,1954,19,556,138,4,24,31,Retired,1,12.794050599798199,12.794050599798199,16.5,19.0,0.5,,11.195826186392225
800,1954,19,702,134,23,25,22,Suspension,1,12.794050599798199,15.7,22.5,19.8,0.5,,11.195826186392225
800,1954,19,559,113,28,28,3,Accident,1,12.794050599798199,18.05,16.0,15.252100840336135,0.5,,11.195826186392225
800,1954,19,805,139,29,30,48,Fuel pump,1,12.794050599798199,12.794050599798199,12.794050599798199,27.5,0.0,,11.195826186392225
800,1954,19,730,134,26,31,23,Brakes,1,12.794050599798199,22.450000000000003,17.0,20.666666666666668,0.0,,11.195826186392225
801,1954,13,579,105,1,1,1,Finished,0,4.249999999999999,13.8,9.25,10.285714285714286,0.38461538461538464,,11.195826186392225
801,1954,13,427,6,6,2,1,Finished,0,19.55,6.25,5.0,7.066666666666666,0.65,,11.195826186392225
801,1954,13,475,105,9,3,11,+1 Lap,0,13.1,13.4,22.0,9.125,0.6,,11.195826186392225
801,1954,13,498,6,5,4,11,+1 Lap,0,6.3500000000000005,7.3,16.0,6.75,0.3125,,11.195826186392225
801,1954,13,429,128,8,5,11,+1 Lap,0,12.794050599798199,7.800000000000001,8.5,9.571428571428571,0.0,,11.195826186392225
801,1954,13,669,105,13,6,11,+1 Lap,0,14.649999999999999,13.35,10.0,8.444444444444445,0.5,,11.195826186392225
801,1954,13,644,105,11,7,12,+2 Laps,0,12.794050599798199,12.350000000000001,12.794050599798199,8.2,0.0,,11.195826186392225
801,1954,13,642,6,3,8,80,Ignition,1,2.1500000000000004,9.35,5.25,6.588235294117647,0.2903225806451613,,11.195826186392225
801,1954,13,632,128,10,9,5,Engine,1,13.55,8.25,7.5,9.0,0.6,,11.195826186392225
801,1954,13,554,128,7,10,22,Suspension,1,15.25,8.0,17.5,9.0,0.6153846153846154,,11.195826186392225
801,1954,13,670,105,4,11,5,Engine,1,15.250000000000004,9.2,3.0,8.090909090909092,0.75,,11.195826186392225
801,1954,13,498,6,2,12,5,Engine,1,8.450000000000001,9.900000000000002,10.0,6.666666666666667,0.29411764705882354,,11.195826186392225
801,1954,13,680,6,14,13,5,Engine,1,12.794050599798199,9.5,12.794050599798199,6.947368421052632,0.5,,11.195826186392225
801,1954,13,643,105,12,14,42,Heat shield fire,1,12.794050599798199,3.85,12.794050599798199,8.333333333333334,0.75,,11.195826186392225
801,1954,13,578,6,5,4,11,+1 Lap,0,4.7,5.5,5.0,7.25,0.21428571428571427,,11.195826186392225
802,1954,55,579,131,1,1,1,Finished,0,5.699999999999999,12.794050599798199,3.75,12.794050599798199,0.37037037037037035,,11.195826186392225
802,1954,55,648,131,2,2,1,Finished,0,12.794050599798199,12.794050599798199,12.794050599798199,1.0,0.0,,11.195826186392225
802,1954,55,626,6,12,3,11,+1 Lap,0,18.0,7.1000000000000005,12.0,6.583333333333333,0.5333333333333333,,11.195826186392225
802,1954,55,669,105,6,4,11,+1 Lap,0,12.25,6.25,18.0,13.0,0.4666666666666667,,11.195826186392225
802,1954,55,633,105,14,5,13,+3 Laps,0,11.549999999999999,7.600000000000001,4.5,12.4,0.3333333333333333,,11.195826186392225
802,1954,55,554,128,17,6,15,+5 Laps,0,18.5,10.15,10.0,19.5,0.6428571428571429,,11.195826186392225
802,1954,55,632,128,19,7,109,Axle,1,18.349999999999998,9.8,12.794050599798199,16.8,0.6666666666666666,,11.195826186392225
802,1954,55,427,6,9,8,5,Engine,1,16.599999999999998,8.850000000000001,19.0,6.3076923076923075,0.6190476190476191,,11.195826186392225
802,1954,55,627,6,13,9,5,Engine,1,12.7,9.750000000000002,9.75,6.428571428571429,0.3076923076923077,,11.195826186392225
802,1954,55,670,105,5,10,6,Gearbox,1,15.750000000000002,8.55,15.0,11.9375,0.7777777777777778,,11.195826186392225
802,1954,55,643,105,11,11,5,Engine,1,15.600000000000001,10.0,24.0,11.823529411764707,0.8,,11.195826186392225
802,1954,55,663,105,16,12,7,Transmission,1,15.899999999999999,9.450000000000001,20.0,11.777777777777779,0.5555555555555556,,11.195826186392225
802,1954,55,501,105,21,13,48,Fuel pump,1,20.700000000000003,6.6499999999999995,19.5,11.789473684210526,0.5625,,11.195826186392225
802,1954,55,478,131,7,14,5,Engine,1,12.794050599798199,12.794050599798199,12.794050599798199,1.5,0.0,,11.195826186392225
802,1954,55,456,105,10,15,86,Halfshaft,1,21.75,8.65,25.0,11.85,0.8333333333333334,,11.195826186392225
802,1954,55,498,6,4,16,5,Engine,1,4.25,8.35,7.666666666666667,6.6,0.3333333333333333,,11.195826186392225
802,1954,55,651,133,15,17,5,Engine,1,18.299999999999997,18.950000000000003,22.0,16.333333333333332,0.6666666666666666,,11.195826186392225
802,1954,55,681,128,20,18,5,Engine,1,12.794050599798199,7.05,12.794050599798199,15.166666666666666,1.0,,11.195826186392225
802,1954,55,578,6,8,19,5,Engine,1,4.050000000000001,6.050000000000001,1.0,7.1875,0.2,,11.195826186392225
802,1954,55,650,128,18,20,5,Engine,1,12.794050599798199,9.5,12.794050599798199,15.571428571428571,0.0,,11.195826186392225
802,1954,55,647,105,3,21,7,Transmission,1,6.749999999999999,11.350000000000001,8.0,12.0,0.2413793103448276,,11.195826186392225
802,1954,55,644,105,0,22,54,Withdrew,1,12.794050599798199,12.95,12.794050599798199,12.409090909090908,0.0,,11.195826186392225
803,1954,9,498,6,2,1,1,Finished,0,5.75,8.05,2.5,8.1875,0.3684210526315789,,11.195826186392225
803,1954,9,578,6,3,2,1,Finished,0,6.15,9.85,4.0,7.764705882352941,0.25,,11.195826186392225
803,1954,9,670,105,28,3,11,+1 Lap,0,13.450000000000001,14.600000000000001,14.0,14.631578947368421,0.8,,11.195826186392225
803,1954,9,579,131,1,4,11,+1 Lap,0,6.6,12.794050599798199,5.333333333333333,12.794050599798199,0.35714285714285715,,11.195826186392225
803,1954,9,427,6,8,5,13,+3 Laps,0,8.05,10.749999999999998,24.5,7.444444444444445,0.6363636363636364,,11.195826186392225
803,1954,9,643,105,32,6,13,+3 Laps,0,15.55,14.600000000000001,12.794050599798199,14.05,0.8333333333333334,,11.195826186392225
803,1954,9,648,131,6,7,13,+3 Laps,0,12.794050599798199,12.794050599798199,12.794050599798199,4.0,0.0,,11.195826186392225
803,1954,9,663,105,9,8,14,+4 Laps,0,14.45,15.450000000000001,8.0,13.666666666666666,0.6,,11.195826186392225
803,1954,9,429,128,12,9,14,+4 Laps,0,12.794050599798199,10.35,12.794050599798199,22.5,0.0,,11.195826186392225
803,1954,9,619,87,18,10,15,+5 Laps,0,12.794050599798199,14.25,8.5,15.0,0.0,,11.195826186392225
803,1954,9,682,125,17,11,16,+6 Laps,0,12.794050599798199,26.5,12.794050599798199,13.222222222222221,0.0,,11.195826186392225
803,1954,9,501,105,16,12,17,+7 Laps,0,19.500000000000004,15.75,21.0,13.409090909090908,0.5882352941176471,,11.195826186392225
803,1954,9,665,125,22,13,18,+8 Laps,0,12.794050599798199,21.9,12.794050599798199,13.0,0.0,,11.195826186392225
803,1954,9,683,125,23,14,55,+12 Laps,0,12.794050599798199,22.200000000000003,12.794050599798199,13.0,0.0,,11.195826186392225
803,1954,9,547,87,20,15,125,+46 Laps,0,12.794050599798199,10.950000000000001,12.794050599798199,14.545454545454545,0.0,,11.195826186392225
803,1954,9,475,105,4,16,109,Axle,1,10.350000000000001,12.450000000000003,25.0,13.347826086956522,0.5454545454545454,,11.195826186392225
803,1954,9,684,125,19,17,69,Fuel system,1,12.794050599798199,21.599999999999998,12.794050599798199,13.083333333333334,0.0,,11.195826186392225
803,1954,9,554,128,5,18,22,Suspension,1,16.200000000000003,9.75,21.0,20.571428571428573,0.6,,11.195826186392225
803,1954,9,456,105,7,19,7,Transmission,1,23.15,6.700000000000001,13.0,13.458333333333334,0.8571428571428571,,11.195826186392225
803,1954,9,669,105,10,20,3,Accident,1,15.200000000000001,9.700000000000001,10.666666666666666,13.68,0.4375,,11.195826186392225
803,1954,9,633,105,27,21,5,Engine,1,10.500000000000002,12.5,8.0,13.923076923076923,0.3181818181818182,,11.195826186392225
803,1954,9,685,125,21,22,3,Accident,1,12.794050599798199,19.4,12.794050599798199,13.384615384615385,0.0,,11.195826186392225
803,1954,9,686,6,14,23,5,Engine,1,9.75,12.0,5.0,7.315789473684211,0.3333333333333333,,11.195826186392225
803,1954,9,647,105,30,24,5,Engine,1,11.4,15.75,6.0,14.185185185185185,0.26666666666666666,,11.195826186392225
803,1954,9,645,128,13,25,3,Accident,1,12.794050599798199,13.000000000000002,12.794050599798199,20.25,0.0,,11.195826186392225
803,1954,9,581,118,11,26,5,Engine,1,18.8,12.794050599798199,19.5,12.794050599798199,0.6666666666666666,,11.195826186392225
803,1954,9,626,6,15,27,5,Engine,1,9.850000000000001,10.950000000000001,29.0,8.1,0.5,,11.195826186392225
803,1954,9,687,87,24,28,44,Oil leak,1,16.9,13.850000000000001,9.333333333333334,14.583333333333334,0.5454545454545454,,11.195826186392225
803,1954,9,688,87,25,29,5,Engine,1,12.794050599798199,16.5,20.0,15.615384615384615,0.0,,11.195826186392225
803,1954,9,627,6,31,30,5,Engine,1,13.9,6.65,8.333333333333334,9.0,0.3333333333333333,,11.195826186392225
803,1954,9,689,87,26,31,54,Withdrew,1,13.5,19.25,18.5,16.571428571428573,0.25,,11.195826186392225
803,1954,9,690,87,29,32,54,Withdrew,1,12.794050599798199,17.95,12.794050599798199,17.533333333333335,0.0,,11.195826186392225
803,1954,9,541,105,10,20,3,Accident,1,12.794050599798199,18.65,12.794050599798199,14.535714285714286,0.0,,11.195826186392225
803,1954,9,647,105,27,21,5,Engine,1,14.100000000000001,20.150000000000002,10.5,14.724137931034482,0.2903225806451613,,11.195826186392225
804,1954,20,579,131,1,1,1,Finished,0,1.3,4.1,2.0,12.794050599798199,0.3448275862068966,,11.195826186392225
804,1954,20,498,6,5,2,1,Finished,0,5.699999999999999,11.2,3.0,8.761904761904763,0.35,,11.195826186392225
804,1954,20,427,6,7,3,1,Finished,0,4.6,15.0,22.0,8.454545454545455,0.6086956521739131,,11.195826186392225
804,1954,20,648,131,23,4,1,Finished,0,12.794050599798199,5.699999999999999,12.794050599798199,1.0,0.0,,11.195826186392225
804,1954,20,644,105,15,5,1,Finished,0,12.794050599798199,20.950000000000003,12.794050599798199,16.333333333333332,0.3333333333333333,,11.195826186392225
804,1954,20,641,6,13,6,11,+1 Lap,0,8.95,20.950000000000003,4.5,8.217391304347826,0.3333333333333333,,11.195826186392225
804,1954,20,501,105,14,7,11,+1 Lap,0,15.650000000000002,20.0,25.0,15.2,0.5555555555555556,,11.195826186392225
804,1954,20,627,6,11,8,11,+1 Lap,0,18.3,19.500000000000004,9.0,8.125,0.35714285714285715,,11.195826186392225
804,1954,20,626,6,12,9,12,+2 Laps,0,10.0,14.35,10.0,8.12,0.5294117647058824,,11.195826186392225
804,1954,20,554,128,9,10,12,+2 Laps,0,12.000000000000002,17.85,14.5,20.0,0.625,,11.195826186392225
804,1954,20,669,105,19,11,38,Steering,1,9.450000000000001,18.95,26.0,14.454545454545455,0.47058823529411764,,11.195826186392225
804,1954,20,691,131,13,12,20,Spun off,1,12.794050599798199,8.15,12.794050599798199,2.5,0.0,,11.195826186392225
804,1954,20,645,128,16,13,36,Wheel,1,12.794050599798199,16.45,12.794050599798199,18.571428571428573,1.0,,11.195826186392225
804,1954,20,692,140,21,14,5,Engine,1,12.794050599798199,12.794050599798199,19.5,12.794050599798199,0.5,,11.195826186392225
804,1954,20,478,131,4,15,95,Fuel leak,1,12.794050599798199,5.1,9.0,5.666666666666667,0.5,,11.195826186392225
804,1954,20,632,128,4,16,36,Wheel,1,12.799999999999999,14.15,26.0,17.875,0.7142857142857143,,11.195826186392225
804,1954,20,578,6,3,17,7,Transmission,1,7.05,4.15,3.0,8.153846153846153,0.23529411764705882,,11.195826186392225
804,1954,20,643,105,17,18,95,Fuel leak,1,9.45,15.799999999999999,12.794050599798199,14.166666666666666,0.7142857142857143,,11.195826186392225
804,1954,20,475,105,3,19,67,Wheel bearing,1,12.15,13.600000000000001,6.0,14.461538461538462,0.5833333333333334,,11.195826186392225
804,1954,20,429,128,20,20,22,Suspension,1,12.794050599798199,17.85,12.794050599798199,17.666666666666668,0.0,,11.195826186392225
804,1954,20,670,105,8,21,3,Accident,1,13.550000000000002,9.1,19.0,14.785714285714286,0.7272727272727273,,11.195826186392225
804,1954,20,633,105,10,22,54,Withdrew,1,7.75,12.25,9.666666666666666,15.2,0.34782608695652173,,11.195826186392225
804,1954,20,663,105,22,23,54,Withdrew,1,10.25,16.05,12.794050599798199,15.625,0.5454545454545454,,11.195826186392225
804,1954,20,578,6,5,2,1,Finished,0,10.149999999999999,6.500000000000001,10.0,8.481481481481481,0.2777777777777778,,11.195826186392225
805,1954,66,579,131,2,1,1,Finished,0,1.3000000000000003,6.3500000000000005,8.0,12.794050599798199,0.3333333333333333,,11.195826186392225
805,1954,66,498,6,1,2,1,Finished,0,7.3,7.65,20.0,10.521739130434783,0.3333333333333333,,11.195826186392225
805,1954,66,478,131,7,3,11,+1 Lap,0,12.794050599798199,4.799999999999999,12.794050599798199,1.0,0.6666666666666666,,11.195826186392225
805,1954,66,643,105,12,4,12,+2 Laps,0,12.75,19.6,12.794050599798199,8.555555555555555,0.75,,11.195826186392225
805,1954,66,644,105,9,5,12,+2 Laps,0,12.794050599798199,18.85,12.794050599798199,8.31578947368421,0.25,,11.195826186392225
805,1954,66,663,105,8,6,12,+2 Laps,0,13.200000000000003,18.25,5.5,8.15,0.5833333333333334,,11.195826186392225
805,1954,66,620,6,11,7,15,+5 Laps,0,12.794050599798199,8.399999999999999,12.794050599798199,10.166666666666666,0.0,,11.195826186392225
805,1954,66,680,6,16,8,18,+8 Laps,0,12.000000000000002,9.049999999999999,19.0,10.04,0.6,,11.195826186392225
805,1954,66,648,131,5,9,69,Fuel system,1,12.794050599798199,7.249999999999999,12.794050599798199,2.0,0.0,,11.195826186392225
805,1954,66,427,6,4,10,5,Engine,1,4.1,9.100000000000001,13.0,9.961538461538462,0.5833333333333334,,11.195826186392225
805,1954,66,578,6,6,11,44,Oil leak,1,8.549999999999999,4.15,3.0,9.962962962962964,0.2631578947368421,,11.195826186392225
805,1954,66,501,105,13,12,94,Oil pump,1,8.95,16.25,10.333333333333334,8.047619047619047,0.5263157894736842,,11.195826186392225
805,1954,66,475,105,3,13,94,Oil pump,1,9.600000000000001,12.75,10.0,8.227272727272727,0.6153846153846154,,11.195826186392225
805,1954,66,693,128,15,14,7,Transmission,1,12.794050599798199,18.05,12.794050599798199,11.0,0.0,,11.195826186392225
805,1954,66,554,128,14,15,8,Clutch,1,10.200000000000001,13.05,8.5,11.6,0.5882352941176471,,11.195826186392225
805,1954,66,645,128,10,16,48,Fuel pump,1,12.794050599798199,15.1,12.794050599798199,12.166666666666666,1.0,,11.195826186392225
805,1954,66,626,6,0,17,3,Accident,1,12.15,5.85,14.0,10.0,0.5,,11.195826186392225
806,1954,14,579,131,1,1,1,Finished,0,1.4500000000000002,9.900000000000002,9.75,12.794050599798199,0.3225806451612903,,11.195826186392225
806,1954,14,578,6,7,2,11,+1 Lap,0,11.950000000000001,9.100000000000001,11.5,11.142857142857142,0.3,,11.195826186392225
806,1954,14,620,6,13,3,12,+2 Laps,0,12.794050599798199,9.25,8.0,10.827586206896552,0.0,,11.195826186392225
806,1954,14,478,131,8,4,13,+3 Laps,0,12.794050599798199,7.7,12.794050599798199,1.0,0.5,,11.195826186392225
806,1954,14,427,6,11,5,15,+5 Laps,0,4.85,9.8,14.5,10.566666666666666,0.6,,11.195826186392225
806,1954,14,693,128,18,6,15,+5 Laps,0,12.794050599798199,16.6,12.794050599798199,12.166666666666666,0.5,,11.195826186392225
806,1954,14,581,118,16,7,15,+5 Laps,0,13.85,12.794050599798199,28.0,12.794050599798199,0.7,,11.195826186392225
806,1954,14,627,105,20,8,16,+6 Laps,0,15.55,6.25,9.25,14.956521739130435,0.3448275862068966,,11.195826186392225
806,1954,14,644,105,9,9,16,+6 Laps,0,8.850000000000001,7.3999999999999995,7.0,14.666666666666666,0.2,,11.195826186392225
806,1954,14,475,105,3,10,19,+9 Laps,0,11.55,9.05,14.5,14.44,0.6428571428571429,,11.195826186392225
806,1954,14,672,105,19,11,88,+10 Laps,0,12.794050599798199,11.15,12.794050599798199,14.26923076923077,1.0,,11.195826186392225
806,1954,14,647,6,2,12,5,Engine,1,12.3,9.750000000000002,7.6,10.387096774193548,0.3125,,11.195826186392225
806,1954,14,633,105,6,13,8,Clutch,1,8.2,10.65,3.3333333333333335,14.148148148148149,0.375,,11.195826186392225
806,1954,14,648,131,4,14,3,Accident,1,12.794050599798199,3.0,12.794050599798199,2.5,0.25,,11.195826186392225
